-0.51	0	0.93	0.43	0.53	0.14	0	0.08	-0.18	-0.23	0.4	0.41	0.28	-0.4	-0.14	0.03	-0.49	-0.58	-1.56	-0.97	-0.6	-0.2	-0.04	0.18	0.3	0.07	-0.32	-0.36	-0.36	-0.81	-0.42	-0.25	-0.58	0.6	0.53	-0.51	-0.71	-0.67	-0.34	0.49	0.01	-0.89	-0.94	-0.45	-0.23	-0.38	-0.47	-0.51	1.79	0	1.14	1.04	0.65	0.03	-0.49	-1.4	2.07	1.85	0	-0.2	-0.23	0.08	0.01	0.24	-0.56	-0.42	-0.49	-0.4	0.12	0.86	0.16	0.19	0.04	-0.23	0.06	-0.07	-0.25	0.08	0.48
-0.94	-0.64	-0.04	0.51	0.38	-0.12	-0.2	-0.25	-0.45	-0.74	0.23	0.59	0.58	0.2	0.29	0.14	-1.94	-0.49	-0.62	-0.51	-0.4	-0.23	0.04	0.36	0.37	0.24	-0.12	-0.06	0.04	0.03	-0.42	-0.25	-0.15	0.42	0.78	-0.29	-0.6	-0.36	-0.18	0.06	0.19	-1	-0.45	-0.58	-0.64	-0.3	-0.56	-0.1	1.4	1.2	0.59	0.31	0.34	0.31	-0.4	-0.49	2.42	1.55	-0.32	-0.36	0.03	0.23	-0.1	0.21	-0.79	-0.51	-0.47	-0.69	-0.49	-0.09	0.21	0.11	0.19	-0.03	0.25	-0.06	-0.43	-0.2	-0.4
-1.47	-1.18	0.89	1.29	0.8	-0.17	-0.76	0.48	-1.56	-0.94	0.3	0.97	0.76	-0.06	-0.29	-0.84	-1.12	-1.22	-2.12	-2.18	-1.32	-0.49	0.2	0.1	0.28	-0.06	-0.3	-0.49	-0.49	-0.97	-1.25	-1.06	-0.29	0.96	-0.43	-0.6	-1.94	-2.4	0.7	1.73	0.96	-0.69	-1.25	-0.67	0.19	-0.01	0.08	-0.17	2.57	2.2	1.58	0.49	0.14	1.15	-0.86	-1.74	3.24	1.7	-0.71	-0.76	-1.36	-0.97	-1.12	-1.47	-0.18	-0.22	-0.89	-0.92	0.53	-0.03	-1.12	-1.29	0.41	0.14	-0.06	-0.58	-0.34	-0.69	-1.47
-1.12	-0.36	-0.45	0.38	-0.22	-0.01	-0.34	-0.49	0	0	-0.1	0.49	-0.01	-0.54	-0.09	-0.3	-0.32	-0.36	-1.47	0.08	0.52	-0.23	0.31	0.36	0.1	0.3	-0.06	0.23	0.16	-0.17	-0.54	0.18	-0.84	0.12	0.21	-0.29	-0.89	-0.6	0.23	0.63	0.03	-0.64	-0.86	-0.76	-0.3	-0.45	-0.71	-0.27	1.6	1.21	1.18	0.01	0.62	0.43	0.03	-0.81	2.85	1.71	-0.15	-0.76	-0.74	-0.4	-0.29	-0.22	-0.04	-0.54	-0.43	0	-0.34	0.37	-0.79	-0.97	0.03	-0.23	0.1	-0.38	-0.64	-1.64	-2.06
-0.43	-0.1	-0.1	-0.15	-0.3	-0.32	-0.29	-0.09	-0.06	-0.04	0.53	-0.15	0.75	-0.06	-0.22	0.11	-0.34	-0.07	-0.27	0.11	0.31	0.36	0.1	0.24	0.29	0.34	-0.04	-0.04	-0.27	-0.36	-0.42	-0.1	-0.97	-0.71	-0.74	-0.49	-0.12	-0.15	-0.32	0.44	0.52	-0.03	-0.03	-0.04	-0.3	-0.23	-0.79	0.06	1.44	1.56	1.52	0.72	0.5	-0.09	-0.29	-1.36	1.97	1.93	-0.4	-0.47	-0.71	-0.15	-0.69	-0.3	-0.47	-0.29	-0.45	-0.64	-0.64	-0.42	-0.18	-0.42	-0.22	-0.12	-0.12	-0.27	-0.47	-0.47	-1.09
-0.84	-0.32	0.43	0.75	-0.01	-0.4	-0.6	-0.67	-0.81	-0.45	0.39	0.45	0.19	-0.56	-0.58	0.2	-0.6	-0.6	-0.84	-0.86	-0.4	-0.36	0.04	0.23	-0.01	-0.09	-0.74	-0.42	-0.3	-0.4	-0.79	-0.51	-0.15	0.82	0.41	-0.69	-0.86	-0.6	0.38	0.25	0.1	-5.06	-0.97	-0.04	-0.27	-0.32	-0.43	-0.3	1.57	1.2	1.13	0.69	0.68	0.14	-0.62	-1.06	2.11	1.74	-0.27	-0.54	-0.03	-0.74	-0.36	-0.1	-0.38	-0.51	-0.69	-0.56	-0.42	0.67	-0.18	-0.25	0.04	-0.29	-0.14	-0.2	-0.14	-0.34	-0.79
-0.62	-0.67	0.56	0.91	1.05	0.08	0	-0.74	-0.76	-0.49	0.04	0.7	0.7	-0.14	0.08	-0.23	-0.4	-0.22	-1.47	-1.29	-0.74	-0.27	0	0.34	0.29	-0.09	0.26	0.01	-0.18	-0.4	-0.6	-0.29	-0.6	0.6	1.26	-0.22	-1.32	-1.51	0.52	0.93	0.59	-0.49	-1.25	-1.51	0.4	0.06	-0.07	-0.38	1.28	0.9	0.69	0.06	-0.18	0.24	-0.67	-1.79	1.84	2.16	-0.29	0.08	-0.18	0.96	0.04	-0.71	-0.22	-0.51	-0.01	0.07	0.23	0.11	-0.29	-0.71	-0.17	-0.3	0.28	-0.2	-0.04	-0.07	-0.92
0	-0.47	0.03	0.01	0.36	-0.03	0.34	-0.12	-0.09	-0.03	0	0.03	0.07	-0.23	0.11	0.01	0.03	-0.23	-1.12	-0.12	-0.27	-0.3	0.1	-0.34	0.04	-0.17	0.32	0.28	-0.43	0.1	0.08	-0.36	-0.45	0.46	0.76	0.24	-0.09	-0.42	0.18	0.25	0.06	-0.07	-0.51	-0.92	-0.2	-0.32	-0.76	-0.25	0.86	0.98	0.83	0.52	0.04	-0.38	-0.47	-1.15	1.55	1.04	-0.23	-0.71	0.07	0.45	-0.07	-0.06	-0.43	-0.56	-0.58	-0.64	0.01	0.08	-0.27	0.18	0.11	0	0.14	-0.38	-0.15	-0.49	-0.25
-0.86	-0.15	0.7	1.07	0.2	0.15	-0.38	0	0.19	-0.47	0.04	0.48	0.32	-0.27	0	0.21	-0.6	-0.22	-1.51	-0.94	-0.62	-0.54	-0.2	0.32	0.54	0.29	-0.07	0.08	0.01	0.07	-0.54	-0.38	-0.51	0.04	0.74	-0.4	-0.81	-1.09	-0.32	0.68	0.33	-0.27	-0.74	-0.38	-0.1	-0.38	-0.1	-0.22	1.1	0.78	0.25	-0.36	-0.81	0.34	-0.67	-0.81	1.94	1.21	-0.17	-0.18	-0.07	-0.17	-0.25	-0.38	-0.22	0.14	0	-0.27	-0.29	0.41	-0.06	-0.67	-0.14	1.02	-0.12	-0.17	-0.32	-0.36	-0.36
-0.06	-0.56	-0.12	-0.01	0.11	0.01	0.01	-0.27	-0.12	-0.3	-0.14	-0.17	-0.12	-0.38	-0.2	-0.38	-0.03	-0.29	-0.27	-0.45	-0.32	-0.54	-0.29	-0.18	-0.3	-0.42	-0.22	-0.32	-0.38	-0.23	-0.15	-0.43	0.01	0.06	0.3	-0.01	-0.17	0.12	0.1	0.79	0.04	-0.17	-0.17	-0.45	-0.14	-0.2	-0.4	-0.27	0.7	0.81	0.58	0.06	-0.36	-0.25	-0.62	-0.84	0.8	1.57	-0.45	-0.2	0.2	0.06	-0.09	-0.27	-0.36	-0.42	-0.38	-0.2	-0.18	0.1	-0.32	-0.18	-0.18	0	0.06	-0.34	-0.14	0.1	-0.1
-0.1	-0.09	-0.25	-0.06	-0.14	-0.1	0.04	0.06	0.19	0.07	0.03	-0.04	-0.09	-0.15	-0.03	-0.07	-0.23	0.06	-0.43	-0.23	-0.27	-0.07	0.06	0	-0.38	-0.42	-0.42	-0.2	-0.36	-0.42	-0.12	-0.3	-0.25	-0.22	-0.12	0.06	-0.1	-0.18	-0.36	-0.36	-0.56	-0.42	-0.43	-0.67	-0.12	-0.14	-0.27	-0.3	0.52	1.01	0.34	-0.15	-0.32	-0.64	-0.69	-1.69	0.9	1.29	-0.27	0.04	-0.04	-0.03	-0.18	0.04	-0.6	-0.38	-0.58	-0.42	0.12	0.42	-0.29	-0.06	-0.18	0.12	0.3	-0.18	-0.23	0.2	-0.17
-0.15	-0.71	0.21	0.45	0.49	-0.06	0.12	-0.49	-0.36	-0.14	0.07	0.32	0.2	0.1	-0.09	-0.22	-0.18	-0.47	-1.84	-0.62	-0.94	-0.45	-0.12	-0.34	-0.3	-0.18	-0.4	-0.43	-0.67	-0.64	-1.25	-0.64	0.36	-0.09	0.76	-0.1	-0.34	-0.89	0.2	0.39	-0.86	-0.17	-0.58	-0.51	-0.47	-0.3	-0.29	-0.58	0.85	0.68	0.73	0.11	-0.23	0.2	-0.56	-1.22	1.52	0.95	-0.32	-1.12	0.29	0.23	0.18	-0.01	-0.36	-0.89	-0.92	-0.62	-0.47	0.58	-0.54	-0.64	-0.2	0.1	0.21	-0.17	-0.43	0.18	-0.03
-0.69	-0.69	-0.17	0.21	0.45	0.19	0.39	0.01	-0.36	-0.6	-0.23	-0.25	0.28	-0.27	0.3	-0.34	0.21	-0.71	-0.67	-0.42	-0.71	-0.32	-0.29	-0.04	-0.09	0.04	-0.27	-0.54	-0.18	-0.29	-0.45	-0.38	0.18	0.19	0.81	0.72	0.14	-0.54	0.3	0.92	0.68	0.2	-0.04	-0.81	0.19	0.24	0.52	-0.36	1.19	0.89	0.7	-0.01	-0.43	0.31	-0.79	-1.74	1.41	1.15	-0.36	-0.04	-0.12	-0.58	0.32	-0.18	-0.06	-0.07	-0.09	-0.15	-0.23	-0.12	-0.54	-1.09	-0.17	-0.27	-0.17	-0.34	-0.54	-0.4	-0.94
-1.12	-1.18	-0.4	-0.25	-0.51	-0.47	-0.18	-0.38	-0.03	-0.1	-0.49	-0.34	-0.17	-0.47	-0.74	-0.43	-0.27	-0.4	-1.03	-0.86	-0.14	-0.14	-0.09	-0.15	0	0.24	-0.09	0.1	0.25	0.01	-0.92	0.01	-0.07	0.28	0.44	0.14	0.04	-0.07	0.07	0.36	0.8	0.14	-0.15	0.21	-0.01	-0.14	-0.23	-0.32	1.6	1.32	1.59	0.53	0.79	-0.09	-0.06	-0.97	1.78	0.98	-0.22	-0.23	-0.32	-0.17	0.03	-0.29	-0.36	-0.42	-0.3	-0.64	-0.4	0.18	-1.03	-0.89	-0.06	-0.3	0.21	-0.18	-0.56	0.72	0.11
-0.6	-0.67	-0.34	-0.45	-0.67	-0.6	-0.64	-0.74	-0.71	-0.17	-0.86	-0.49	-0.42	-0.69	-1.18	-0.47	-0.54	0	-1.09	-0.64	0.15	-0.49	-0.1	-0.1	0.1	-0.51	-0.4	-0.43	0.69	-0.4	-1.29	-0.42	0.24	0.45	0.29	0.66	-0.22	0.1	0.2	0.07	0	-0.17	-0.25	-0.23	-0.15	0.01	0.12	-0.2	1.3	0.98	1.14	0.12	0.29	-0.01	-0.49	0.19	1.57	1.1	-0.2	-0.23	0.04	-0.6	-0.49	-0.1	-0.03	-0.4	-0.04	-0.22	-0.49	0.01	-0.64	-0.69	-0.18	-0.18	0.32	-0.04	-0.74	0.29	-0.86
-0.4	-0.06	0.28	0.25	0.54	0.3	-0.03	0.37	0.34	-0.3	0.49	-0.07	1.47	0.15	0.45	0.57	-0.3	-0.36	-0.15	-0.79	0	0.12	-0.14	-0.23	-0.34	0.03	-0.27	-0.14	-0.03	-0.32	-0.42	-0.29	-0.62	-0.56	0.04	0.1	-0.15	-0.36	-0.6	-0.12	0.15	-0.04	-0.17	-0.25	-0.49	-0.45	-0.25	-0.03	0.82	0.8	0.44	0.23	0.18	0.08	-0.29	-0.89	1.26	1.48	-0.03	-0.04	-0.09	0.07	-0.14	-0.09	-0.18	-0.32	0.01	-0.1	-0.22	0.03	-0.23	-0.09	0.08	0.19	0.29	-0.42	-0.42	-0.09	-0.23
0	-0.12	-0.32	0	0.62	0.36	-0.15	-0.3	-0.17	0.14	-0.15	0	0.32	0	0.04	0.12	-0.15	-0.25	-0.27	-0.69	-0.03	0.01	0.03	0.3	0.29	0.54	0.21	-0.06	-0.09	0.06	-0.97	-0.29	-0.38	-0.25	-0.3	0.24	-0.45	-0.71	-0.74	0.5	0.01	-1.36	-1.43	0.44	-0.74	-0.71	-1.64	-0.49	0.53	0	1.52	0.24	1.99	-0.71	0.01	-0.89	2.86	2.46	0.03	-0.15	-0.03	-0.14	-0.12	0.03	-0.36	-0.64	-0.86	-0.4	-0.14	0.3	-0.38	-0.42	-0.03	-0.3	0.42	0.2	-0.18	-0.54	-0.45
-0.22	-0.71	-0.09	-0.03	0.11	-0.14	0.11	0.16	-0.1	-0.42	-0.3	-0.01	-0.01	-0.3	-0.4	-0.25	0.08	-0.29	-0.03	-0.54	-0.36	-0.3	0.04	0.03	-0.32	-0.1	-0.25	-0.38	0.07	-0.3	-0.49	-0.14	-0.62	-0.45	0.12	-0.56	-0.47	-0.38	-0.51	-0.25	-0.1	-0.58	-0.62	-0.92	-0.76	-0.64	-0.71	-0.64	0.44	0.49	0.65	-0.06	-0.01	-0.06	-0.45	-0.92	0.84	0.95	-0.07	-0.79	-0.25	0.64	-0.03	0.08	-0.04	-0.4	-0.45	-0.42	-0.38	0.34	-0.17	-0.34	-0.29	-0.12	0.04	-0.34	-0.42	-0.04	-1.09
-0.36	-0.45	-1.06	-0.49	-0.36	-0.23	-0.32	-0.12	0	-0.15	-0.3	-0.25	-0.27	-0.38	-0.34	-0.06	0	-0.22	-0.27	2.43	-0.4	0.2	-0.18	-0.22	0.14	0.29	0.14	0.39	-0.12	0.38	-0.2	0.23	-0.12	-0.18	-0.25	-0.14	-0.4	-0.09	-0.34	-0.45	0.11	0.21	-0.2	0.69	-0.12	-0.34	-0.45	-0.17	1.04	1.28	0.98	0.43	0.58	-0.6	-0.81	-1.64	2.19	2.61	-0.47	-0.47	-0.17	0.06	-0.2	-0.92	-0.49	-0.45	-0.2	-0.69	0.04	-0.07	-0.51	0.04	0.08	-0.09	-0.29	-0.3	-0.4	-0.4	-1.12
-0.27	-0.67	-0.22	-0.49	-0.01	-0.18	-0.22	-0.43	-0.14	-0.18	0.58	0.25	-0.01	-0.14	0.04	0.19	-0.64	-0.29	-0.4	-0.23	-0.36	-0.17	-0.15	-0.12	-0.07	0.01	0	-0.01	-0.2	0.14	0.19	-0.07	0.07	0.06	0.04	-0.04	0.07	0.06	0.01	-0.09	0.15	0.12	-0.25	0.74	0.24	-0.2	-0.2	-0.42	0.55	0	0.33	0.23	0.1	-0.43	-0.56	-1.22	1.17	1.34	-0.09	0.12	-0.07	0.1	-0.14	-0.36	-0.18	-0.62	-0.36	-0.04	0.07	0.11	-0.12	0.12	0.18	0.3	0.18	0.01	-0.22	0.37	-0.45
-1	-0.49	-0.18	-0.01	-0.32	-0.34	-0.49	-0.81	-0.56	-0.12	-0.27	-0.01	-0.1	-0.42	-0.67	-0.45	-0.45	-0.38	-1.03	0.11	-0.49	0.01	-0.06	0.08	0.01	0.44	0.07	0.28	-0.09	0.01	-0.01	0.28	0	0.64	0.62	-0.43	-0.64	-0.69	0.5	0.7	0.12	-0.45	-0.43	0.32	0	-0.32	-0.29	-0.22	0.75	0.77	1.03	0.28	0.51	-0.07	0.06	-0.84	2.53	2	-0.03	0.14	0.07	-0.03	0.12	-0.4	-0.6	-0.69	-0.27	-0.58	0.31	0.46	-0.64	-0.47	-1.18	-0.27	0.59	-0.14	-0.4	0.67	0.16
-0.15	-0.1	0.2	0.1	-0.23	-0.01	-0.4	0.23	0.43	0.01	0.98	0.36	-0.09	-0.12	0.04	0.31	-0.27	0.15	-0.43	-0.23	-0.27	0.15	0.15	0.06	0.16	0.08	0.07	0.25	0	0.25	0.19	-0.01	-0.03	-0.15	-1.29	-0.89	-0.47	0.06	-0.14	-0.4	-0.23	-0.58	-0.34	-0.01	-0.34	-0.69	-0.6	-0.3	1.7	1.44	0.95	0.34	0.46	-0.22	-0.56	-1.12	2.17	1.58	0.04	-0.03	-0.22	0.99	-0.14	0.32	-0.27	-0.27	-0.43	-0.69	-0.25	-0.45	-0.03	0.07	0.07	0.31	-0.04	-0.22	-0.43	-1.09	-0.42
-0.6	-0.42	0.11	0.56	-0.1	0	-0.47	-0.36	0.08	0.1	0.77	0.42	0.18	0	-0.29	0.18	-0.38	-0.14	-1.47	-0.34	0.14	0.14	0.25	0.56	0.43	0.32	0.21	0.37	0.28	-0.06	-0.09	0.25	-0.18	0.51	0.32	-0.62	-0.92	-0.47	0.3	0.16	0.71	-0.3	-0.79	0.46	-0.42	-1.09	-0.71	0.01	0.46	0.25	0.19	0.12	0.1	-0.09	-0.42	-0.71	1.43	1.29	-0.18	-0.42	-0.14	0.37	-0.04	-1.03	-0.38	-0.6	-0.01	-0.38	-0.42	0.33	-0.01	-0.6	-0.04	0.74	-0.1	-0.25	-0.45	-0.58	-0.6
-0.42	-0.94	0.14	0.25	0.39	-0.17	0.2	-0.3	-0.22	-0.38	-0.01	-0.09	0.08	-0.43	-0.17	-0.42	-0.62	-0.18	-0.51	-0.49	-0.58	-0.1	0.04	0.04	0.1	0.23	-0.09	-0.1	-0.09	-0.04	-0.43	-0.22	-0.04	-0.12	-0.07	-0.62	-0.6	-0.32	0.28	0.75	-0.36	-1.22	-0.56	0	-0.56	-0.07	-0.36	-0.47	0.91	0.56	0.36	-0.17	-0.36	0.19	-0.1	-0.58	0.83	0.64	-0.3	-0.51	-0.29	-0.12	-0.27	0.08	-0.09	-0.12	-0.34	-0.01	-0.18	0.4	0.26	-0.01	-0.01	0.26	0.48	-0.07	0.03	0.07	-0.29
-0.62	2.13	0.19	0.99	0.62	-0.17	-0.22	-0.2	-0.09	-0.64	0.28	0.73	0.71	0.08	0.2	-0.54	-0.69	-0.47	-0.47	-0.79	-0.06	-0.07	0.25	0	0.23	-0.2	-0.15	0.15	-0.56	-0.47	-1.18	-0.38	-0.84	-0.49	-0.6	0.49	-0.07	0.07	0.11	0.16	0.11	-0.49	-0.22	-1.22	-0.29	0.07	-0.12	-0.38	1.8	1.61	1	0.12	-0.14	0	-0.84	-1.89	2.66	2.2	0.03	-0.81	0.9	0.31	0	0.95	-0.56	-0.6	-0.94	-0.81	0.4	0.58	1.09	0.16	0.03	0	0.29	-0.1	-0.15	-0.29	-0.71
-0.07	-0.01	0.06	0.16	0.04	0.52	0.42	0.39	0.01	-0.15	-0.42	-0.14	0.01	-0.25	0.1	-0.04	0.36	0.39	-0.06	-0.6	-0.43	-0.3	-0.1	-0.14	-0.54	-0.22	-0.3	-0.25	-0.1	-0.27	-0.56	-0.32	-0.15	-0.38	-0.06	-0.15	0.08	-0.23	-0.64	-0.62	0.28	0	-0.74	-0.62	-0.17	-0.12	-0.06	-0.74	-0.23	-0.1	0.63	0.79	0.45	-0.3	0.18	-0.1	1.29	0.9	-0.2	-0.3	0.16	-0.36	-0.27	0.63	-0.64	-0.04	-0.56	-0.97	0.2	0.45	0.3	0.06	-0.54	-0.27	0.2	0.19	-0.06	0.34	-0.09
-0.1	-0.23	0.16	-0.03	0.29	0.53	0.44	0	-0.15	-0.12	-0.43	-0.47	-0.27	-0.4	0.07	0.07	-0.06	-0.58	0.24	-0.06	-0.27	-0.17	0.08	-0.07	0.3	0.08	-0.17	-0.22	0.01	-0.15	-0.43	-0.3	0.07	0.34	-0.69	-0.14	-0.67	-0.74	-0.81	0.65	-0.67	-1.43	-0.22	0.14	-0.86	-0.18	-0.74	0	0.89	0.62	1.01	0.85	1.02	0.24	-0.03	0.01	0.72	0.32	0.08	-0.43	0.54	-0.34	0.01	0.74	-0.23	-0.69	-0.56	-0.18	0.74	0.54	1.21	0.9	0.04	0.32	0	0.1	0.33	0.72	0.18
-0.22	-0.89	-0.1	-0.38	0.08	-0.38	0.24	0.25	0.34	-0.2	-0.2	-0.54	-0.18	-0.4	0.1	-0.03	0.44	-0.2	-0.97	-0.76	-0.42	-0.64	-0.14	-0.76	-0.14	-0.07	-0.12	-0.22	-0.32	-0.18	-0.25	-0.32	-0.18	-0.76	-0.47	-0.06	0.34	1.04	0.03	-0.81	-0.38	-0.15	0.64	0.4	-0.47	-0.23	0.03	-0.38	0.4	0.21	0.66	0.24	0.06	0.01	-0.03	-0.45	0.76	0.61	-0.14	-0.29	-0.38	0.06	-0.04	-0.36	-0.1	-0.29	-0.56	-0.04	-0.29	0.24	-0.22	-0.6	-0.03	0.14	-0.04	-0.23	-0.1	-0.22	-0.34
